en,fr,it,de,es,ko,kana,pt
[~ 36],Récoltez 10 000 Pokédollar et mettez-les dans la PokéTirelire des rangers de Bourg-Guignon.,[~ 36],[~ 36],[~ 36],[~ 36],[~ 36],[~ 36]
[~ 37],,[~ 37],[~ 37],[~ 37],[~ 37],[~ 37],[~ 37]
[~ 38],Trois Canarticho se sont éparpillés dans le labyrinthe ! Ramenez-les au bûcheron sain et sauf !,[~ 38],[~ 38],[~ 38],[~ 38],[~ 38],[~ 38]
[~ 39],Ramenez un Magicarpe en Or au pêcheur de Bouillabaisse-sur-mer. (Mettez votre Magicarpe en première position),[~ 39],[~ 39],[~ 39],[~ 39],[~ 39],[~ 39]
[~ 40],Partez chercher votre premier artefact. Allez parler aux Sages de la lumière au sommet de la tour des anciens à Bouillabaisse-sur-mer afin d'en apprendre plus.,[~ 40],[~ 40],[~ 40],[~ 40],[~ 40],[~ 40]
[~ 41],,[~ 41],[~ 41],[~ 41],[~ 41],[~ 41],[~ 41]
[~ 42],Allez prier à l'autel Celebi dans la forêt Enchantée. On raconte que c'est un lieu portant chance et chassant les mauvais esprits de la forêt.,[~ 42],[~ 42],[~ 42],[~ 42],[~ 42],[~ 42]
Trouvez un moyen de déchiffrer le message écrit dans une langue Pokémon très ancienne.,Trouvez un moyen de déchiffrer le message écrit dans une langue Pokémon très ancienne.,Trouvez un moyen de déchiffrer le message écrit dans une langue Pokémon très ancienne.,Trouvez un moyen de déchiffrer le message écrit dans une langue Pokémon très ancienne.,Trouvez un moyen de déchiffrer le message écrit dans une langue Pokémon très ancienne.,Trouvez un moyen de déchiffrer le message écrit dans une langue Pokémon très ancienne.,Trouvez un moyen de déchiffrer le message écrit dans une langue Pokémon très ancienne.,Trouvez un moyen de déchiffrer le message écrit dans une langue Pokémon très ancienne.
Trouvez un moyen de sortir de la pièce.,Trouvez un moyen de sortir de la pièce.,Trouvez un moyen de sortir de la pièce.,Trouvez un moyen de sortir de la pièce.,Trouvez un moyen de sortir de la pièce.,Trouvez un moyen de sortir de la pièce.,Trouvez un moyen de sortir de la pièce.,Trouvez un moyen de sortir de la pièce.
"Allez acheter une porte au ""village 5"" puis ramenez là au vigneron à Cocovin.","Allez acheter une porte au ""village 5"" puis ramenez là au vigneron à Cocovin.","Allez acheter une porte au ""village 5"" puis ramenez là au vigneron à Cocovin.","Allez acheter une porte au ""village 5"" puis ramenez là au vigneron à Cocovin.","Allez acheter une porte au ""village 5"" puis ramenez là au vigneron à Cocovin.","Allez acheter une porte au ""village 5"" puis ramenez là au vigneron à Cocovin.","Allez acheter une porte au ""village 5"" puis ramenez là au vigneron à Cocovin.","Allez acheter une porte au ""village 5"" puis ramenez là au vigneron à Cocovin."
Vous venez de faire un bon dans le passé... Trouvez un ticket mystic et retourner voir la divinatrice afin de revenir au présent.,Vous venez de faire un bon dans le passé... Trouvez un ticket mystic et retourner voir la divinatrice afin de revenir au présent.,Vous venez de faire un bon dans le passé... Trouvez un ticket mystic et retourner voir la divinatrice afin de revenir au présent.,Vous venez de faire un bon dans le passé... Trouvez un ticket mystic et retourner voir la divinatrice afin de revenir au présent.,Vous venez de faire un bon dans le passé... Trouvez un ticket mystic et retourner voir la divinatrice afin de revenir au présent.,Vous venez de faire un bon dans le passé... Trouvez un ticket mystic et retourner voir la divinatrice afin de revenir au présent.,Vous venez de faire un bon dans le passé... Trouvez un ticket mystic et retourner voir la divinatrice afin de revenir au présent.,Vous venez de faire un bon dans le passé... Trouvez un ticket mystic et retourner voir la divinatrice afin de revenir au présent.
Vous êtes le nouveau champion d'arène de Bouillabaisse-sur-mer. (Pour des informations allez voir votre assistant),Vous êtes le nouveau champion d'arène de Bouillabaisse-sur-mer. (Pour des informations allez voir votre assistant),Vous êtes le nouveau champion d'arène de Bouillabaisse-sur-mer. (Pour des informations allez voir votre assistant),Vous êtes le nouveau champion d'arène de Bouillabaisse-sur-mer. (Pour des informations allez voir votre assistant),Vous êtes le nouveau champion d'arène de Bouillabaisse-sur-mer. (Pour des informations allez voir votre assistant),Vous êtes le nouveau champion d'arène de Bouillabaisse-sur-mer. (Pour des informations allez voir votre assistant),Vous êtes le nouveau champion d'arène de Bouillabaisse-sur-mer. (Pour des informations allez voir votre assistant),Vous êtes le nouveau champion d'arène de Bouillabaisse-sur-mer. (Pour des informations allez voir votre assistant)
Trouvez un objet pouvant sortir toutes personnes coincée dans un cauchemar infini. Amenez cet objet au gamin dans le coma au Manoir Décorum (Passé),Trouvez un objet pouvant sortir toutes personnes coincée dans un cauchemar infini. Amenez cet objet au gamin dans le coma au Manoir Décorum (Passé),Trouvez un objet pouvant sortir toutes personnes coincée dans un cauchemar infini. Amenez cet objet au gamin dans le coma au Manoir Décorum (Passé),Trouvez un objet pouvant sortir toutes personnes coincée dans un cauchemar infini. Amenez cet objet au gamin dans le coma au Manoir Décorum (Passé),Trouvez un objet pouvant sortir toutes personnes coincée dans un cauchemar infini. Amenez cet objet au gamin dans le coma au Manoir Décorum (Passé),Trouvez un objet pouvant sortir toutes personnes coincée dans un cauchemar infini. Amenez cet objet au gamin dans le coma au Manoir Décorum (Passé),Trouvez un objet pouvant sortir toutes personnes coincée dans un cauchemar infini. Amenez cet objet au gamin dans le coma au Manoir Décorum (Passé),Trouvez un objet pouvant sortir toutes personnes coincée dans un cauchemar infini. Amenez cet objet au gamin dans le coma au Manoir Décorum (Passé)
Attrapez 5 Pokemon différents et revenez voir le Prof. Charme à Bourg-Guignon. ,Attrapez 5 Pokemon différents et revenez voir le Prof. Charme à Bourg-Guignon. ,Attrapez 5 Pokemon différents et revenez voir le Prof. Charme à Bourg-Guignon. ,Attrapez 5 Pokemon différents et revenez voir le Prof. Charme à Bourg-Guignon. ,Attrapez 5 Pokemon différents et revenez voir le Prof. Charme à Bourg-Guignon. ,Attrapez 5 Pokemon différents et revenez voir le Prof. Charme à Bourg-Guignon. ,Attrapez 5 Pokemon différents et revenez voir le Prof. Charme à Bourg-Guignon. ,Attrapez 5 Pokemon différents et revenez voir le Prof. Charme à Bourg-Guignon. 
"Capturer Kyogre, Groudon et Rayquaza. Puis revenez voir la secrétaire de l'école de Cocovin.","Voir Kyogre, Groudon et Rayquaza. Puis revenez voir la secrétaire de l'école de Cocovin.","Capturer Kyogre, Groudon et Rayquaza. Puis revenez voir la secrétaire de l'école de Cocovin.","Capturer Kyogre, Groudon et Rayquaza. Puis revenez voir la secrétaire de l'école de Cocovin.","Capturer Kyogre, Groudon et Rayquaza. Puis revenez voir la secrétaire de l'école de Cocovin.","Capturer Kyogre, Groudon et Rayquaza. Puis revenez voir la secrétaire de l'école de Cocovin.","Capturer Kyogre, Groudon et Rayquaza. Puis revenez voir la secrétaire de l'école de Cocovin.","Capturer Kyogre, Groudon et Rayquaza. Puis revenez voir la secrétaire de l'école de Cocovin."
,"Voir Créhelf, Créfollet et Créfadet. Puis revenez voir la secrétaire de l'école de Cocovin.",,,,,,
,"Voir Terrakium, Viridium et Cobaltium. Puis revenez voir la secrétaire de l'école de Cocovin.",,,,,,
