en,fr,es,it
Non.,Non.,Non.,Non.
Pas encore implanté en jeu !,Pas encore implanté en jeu !,Pas encore implanté en jeu !,Pas encore implanté en jeu !
"Mmm, tu n'as pas de PokeLoupe[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlJe t'avoue que pour cette expédition il vaut mieux être bien préparé. \nlReviens me voir quand tu l'auras, on partira explorer cette mine !","Mmm, tu n'as pas de PokeLoupe[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlJe t'avoue que pour cette expédition il vaut mieux être bien préparé. \nlReviens me voir quand tu l'auras, on partira explorer cette mine !","Mmm, tu n'as pas de PokeLoupe[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlJe t'avoue que pour cette expédition il vaut mieux être bien préparé. \nlReviens me voir quand tu l'auras, on partira explorer cette mine !","Mmm, tu n'as pas de PokeLoupe[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlJe t'avoue que pour cette expédition il vaut mieux être bien préparé. \nlReviens me voir quand tu l'auras, on partira explorer cette mine !"
"Mmm, tu n'as pas de lampe torche[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]  \nlJe t'avoue que pour cette expédition il vaut mieux être bien préparé. \nlReviens me voir quand tu l'auras, on partira explorer cette mine !","Mmm, tu n'as pas de lampe torche[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]  \nlJe t'avoue que pour cette expédition il vaut mieux être bien préparé. \nlReviens me voir quand tu l'auras, on partira explorer cette mine !","Mmm, tu n'as pas de lampe torche[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]  \nlJe t'avoue que pour cette expédition il vaut mieux être bien préparé. \nlReviens me voir quand tu l'auras, on partira explorer cette mine !","Mmm, tu n'as pas de lampe torche[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]  \nlJe t'avoue que pour cette expédition il vaut mieux être bien préparé. \nlReviens me voir quand tu l'auras, on partira explorer cette mine !"
"Mmm, tu n'as pas de lampe torche, ni de PokeLoupe[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]  \nlJe t'avoue que pour cette expédition il vaut mieux être bien préparé. \nlReviens me voir quand tu auras les deux, on partira explorer cette mine !","Mmm, tu n'as pas de lampe torche, ni de PokeLoupe[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]  \nlJe t'avoue que pour cette expédition il vaut mieux être bien préparé. \nlReviens me voir quand tu auras les deux, on partira explorer cette mine !","Mmm, tu n'as pas de lampe torche, ni de PokeLoupe[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]  \nlJe t'avoue que pour cette expédition il vaut mieux être bien préparé. \nlReviens me voir quand tu auras les deux, on partira explorer cette mine !","Mmm, tu n'as pas de lampe torche, ni de PokeLoupe[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]  \nlJe t'avoue que pour cette expédition il vaut mieux être bien préparé. \nlReviens me voir quand tu auras les deux, on partira explorer cette mine !"
"Ha ! \nlCe n'est pas grave, je vais bien trouver la motivation seul !","Ha ! \nlCe n'est pas grave, je vais bien trouver la motivation seul !","Ha ! \nlCe n'est pas grave, je vais bien trouver la motivation seul !","Ha ! \nlCe n'est pas grave, je vais bien trouver la motivation seul !"
:[align=center]:\s[i]Une empreinte \c[2]Pokemon\c[0] !\s[r],:[align=center]:\s[i]Une empreinte \c[2]Pokemon\c[0] !\s[r],:[align=center]:\s[i]Une empreinte \c[2]Pokemon\c[0] !\s[r],:[align=center]:\s[i]Une empreinte \c[2]Pokemon\c[0] !\s[r]
Ho ! \nlUn visiteur venu d'ailleurs. \nlViens voir !,Ho ! \nlUn visiteur venu d'ailleurs. \nlViens voir !,Ho ! \nlUn visiteur venu d'ailleurs. \nlViens voir !,Ho ! \nlUn visiteur venu d'ailleurs. \nlViens voir !
"Regarde, une empreinte.\nlJe ne sais pas quel \c[2]Pokemon\c[0] cela peut être mais je n'en ai jamais vu de tel.\nlÇa te dit de la suivre ?","Regarde, une empreinte.\nlJe ne sais pas quel \c[2]Pokemon\c[0] cela peut être mais je n'en ai jamais vu de tel.\nlÇa te dit de la suivre ?","Regarde, une empreinte.\nlJe ne sais pas quel \c[2]Pokemon\c[0] cela peut être mais je n'en ai jamais vu de tel.\nlÇa te dit de la suivre ?","Regarde, une empreinte.\nlJe ne sais pas quel \c[2]Pokemon\c[0] cela peut être mais je n'en ai jamais vu de tel.\nlÇa te dit de la suivre ?"
Oui !,Oui !,Oui !,Oui !
Non.,Non.,Non.,Non.
Tu as une lampe torche et une PokeLoupe !\nlOn va pouvoir partir en expédition !\nlMets toi sur cette empreinte et dis moi si tu as une idée du \c[2]Pokemon\c[0] que cela peut être.,Tu as une lampe torche et une PokeLoupe !\nlOn va pouvoir partir en expédition !\nlMets toi sur cette empreinte et dis moi si tu as une idée du \c[2]Pokemon\c[0] que cela peut être.,Tu as une lampe torche et une PokeLoupe !\nlOn va pouvoir partir en expédition !\nlMets toi sur cette empreinte et dis moi si tu as une idée du \c[2]Pokemon\c[0] que cela peut être.,Tu as une lampe torche et une PokeLoupe !\nlOn va pouvoir partir en expédition !\nlMets toi sur cette empreinte et dis moi si tu as une idée du \c[2]Pokemon\c[0] que cela peut être.
"Mmm, tu n'as pas de PokeLoupe[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlJe t'avoue que pour cette expédition il vaut mieux être bien préparé. \nlReviens me voir quand tu l'auras, on partira explorer cette mine !","Mmm, tu n'as pas de PokeLoupe[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlJe t'avoue que pour cette expédition il vaut mieux être bien préparé. \nlReviens me voir quand tu l'auras, on partira explorer cette mine !","Mmm, tu n'as pas de PokeLoupe[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlJe t'avoue que pour cette expédition il vaut mieux être bien préparé. \nlReviens me voir quand tu l'auras, on partira explorer cette mine !","Mmm, tu n'as pas de PokeLoupe[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlJe t'avoue que pour cette expédition il vaut mieux être bien préparé. \nlReviens me voir quand tu l'auras, on partira explorer cette mine !"
"Mmm, tu n'as pas de lampe torche[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlJe t'avoue que pour cette expédition il vaut mieux être bien préparé. \nlReviens me voir quand tu l'auras, on partira explorer cette mine !","Mmm, tu n'as pas de lampe torche[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlJe t'avoue que pour cette expédition il vaut mieux être bien préparé. \nlReviens me voir quand tu l'auras, on partira explorer cette mine !","Mmm, tu n'as pas de lampe torche[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlJe t'avoue que pour cette expédition il vaut mieux être bien préparé. \nlReviens me voir quand tu l'auras, on partira explorer cette mine !","Mmm, tu n'as pas de lampe torche[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlJe t'avoue que pour cette expédition il vaut mieux être bien préparé. \nlReviens me voir quand tu l'auras, on partira explorer cette mine !"
"Mmm, tu n'as pas de lampe torche, ni de PokeLoupe[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlJe t'avoue que pour cette expédition il vaut mieux être bien préparé. \nlReviens me voir quand tu auras les deux, on partira explorer cette mine !","Mmm, tu n'as pas de lampe torche, ni de PokeLoupe[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlJe t'avoue que pour cette expédition il vaut mieux être bien préparé. \nlReviens me voir quand tu auras les deux, on partira explorer cette mine !","Mmm, tu n'as pas de lampe torche, ni de PokeLoupe[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlJe t'avoue que pour cette expédition il vaut mieux être bien préparé. \nlReviens me voir quand tu auras les deux, on partira explorer cette mine !","Mmm, tu n'as pas de lampe torche, ni de PokeLoupe[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlJe t'avoue que pour cette expédition il vaut mieux être bien préparé. \nlReviens me voir quand tu auras les deux, on partira explorer cette mine !"
"Cette empreinte, j'ai beau la regarder sous tous les angles, je ne vois pas ce que c'est[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]  ","Cette empreinte, j'ai beau la regarder sous tous les angles, je ne vois pas ce que c'est[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]  ","Cette empreinte, j'ai beau la regarder sous tous les angles, je ne vois pas ce que c'est[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]  ","Cette empreinte, j'ai beau la regarder sous tous les angles, je ne vois pas ce que c'est[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]  "
"Ha ! \nlCe n'est pas grave, je vais bien trouver la motivation seul !","Ha ! \nlCe n'est pas grave, je vais bien trouver la motivation seul !","Ha ! \nlCe n'est pas grave, je vais bien trouver la motivation seul !","Ha ! \nlCe n'est pas grave, je vais bien trouver la motivation seul !"
"Cette empreinte, j'ai beau la regarder sous tous les angles, je ne vois pas ce que c'est[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]  ","Cette empreinte, j'ai beau la regarder sous tous les angles, je ne vois pas ce que c'est[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]  ","Cette empreinte, j'ai beau la regarder sous tous les angles, je ne vois pas ce que c'est[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]  ","Cette empreinte, j'ai beau la regarder sous tous les angles, je ne vois pas ce que c'est[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]  "
